Uploader_V2_PreviousWeek

Date/Time Generated,8/11/15 6:56 PM
Report Time Zone,Australia/Sydney
Account ID,6069
Date Range,8/2/15 - 8/8/15
Advertiser,Equals:Honda (3826313)

Report Fields
Date,Campaign,Campaign ID,Site (DCM),Placement,Ad Type,Creative,Creative Type,Click-through URL,Placement Strategy,Package/Roadblock,Package/Roadblock Strategy,Creative Pixel Size,Placement Pixel Size,Impressions,Clicks,Total Conversions,DBM Cost (Account Currency),Media Cost,Planned Media Cost,Brochures : Brochure - View Online: View-through Conversions,Brochures : Brochure - View Online: Click-through Conversions,Brochures : Brochure - View Online: Total Conversions,Brochures : Order Printed Brochure - Option 2: View-through Conversions,Brochures : Order Printed Brochure - Option 2: Click-through Conversions,Brochures : Order Printed Brochure - Option 2: Total Conversions,Test Drive : Find A Dealer: View-through Conversions,Test Drive : Find A Dealer: Click-through Conversions,Test Drive : Find A Dealer: Total Conversions,Test Drive : Request A Test Drive: View-through Conversions,Test Drive : Request A Test Drive: Click-through Conversions,Test Drive : Request A Test Drive: Total Conversions
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Jazz/City/Generic Showroom Desktop,Standard,HOD0966_JAZZ_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html?utm_medium=advertising&utm_source=caradvice&utm_campaign=get+the+low+down&utm_content=jazz#Jazz-VTi,(not set),Own Keywords Jazz/City/Generic Showroom,(not set),728x90,728 x 90,570,1,0,0.00,22.800000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Jazz/City/Generic Showroom Mobile,(not set),(not set),(not set),(not set),(not set),Own Keywords Jazz/City/Generic Showroom,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,0.886426000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Jazz/City/Generic Showroom Mobile,(not set),(not set),(not set),(not set),(not set),Own Keywords Jazz/City/Generic Showroom,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,0.886426000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Jazz/City/Generic Showroom Mobile,Standard,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://m.honda.com.au/range/jazz/offers/jazz-vti.html?utm_medium=advertising&utm_source=caradvice&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Own Keywords Jazz/City/Generic Showroom,(not set),300x250,300 x 250,222,1,0,0.00,8.880000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Jazz/City/Generic Showroom Mobile,Standard,HOD0966_JAZZ_Mobile_320x50,Image,http://m.honda.com.au/range/jazz/offers/jazz-vti.html?utm_medium=advertising&utm_source=caradvice&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Own Keywords Jazz/City/Generic Showroom,(not set),320x50,320 x 50,450,1,1,0.00,18.000000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Sponsored Link,(not set),(not set),(not set),(not set),(not set),Own Keywords Sponsored Link,(not set),(not set),1 x 1,0,0,0,0.00,0.000000000,1.891891000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Sponsored Link,Default,FFFFFF-0.8,Image,http://honda.com.au/offers.html,(not set),Own Keywords Sponsored Link,(not set),1x1,1 x 1,542,0,0,0.00,18.970000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,CarAdvice,Own Keywords Sponsored Link,Dynamic Click,(not set),(not set),http://honda.com.au/offers.html?utm_medium=advertising&utm_source=caradvice&utm_campaign=get+the+low+down&utm_content=car+review+-+cta,(not set),Own Keywords Sponsored Link,(not set),(not set),1 x 1,0,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Drive.com.au,BONUS Drive RON,Standard,HOD0966_CR-V_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/cr-v/offers.html#CR-V-2WD-VTi?utm_medium=advertising+&utm_source=drive+&utm_campaign=get+the+low+down&utm_content=crv,(not set),BONUS Drive Run of Network,(not set),300x250,300 x 250,453,2,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Drive.com.au,BONUS Drive RON,Standard,HOD0966_CR-V_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/cr-v/offers.html#CR-V-2WD-VTi?utm_medium=advertising+&utm_source=drive+&utm_campaign=get+the+low+down&utm_content=crv,(not set),BONUS Drive Run of Network,(not set),728x90,728 x 90,19,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Drive.com.au,BONUS Drive RON,Standard,HOD0966_HR-V_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/hr-v/offers.html#HR-V-VTi?utm_medium=advertising+&utm_source=drive+&utm_campaign=get+the+low+down&utm_content=hrv,(not set),BONUS Drive Run of Network,(not set),300x250,300 x 250,434,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Drive.com.au,BONUS Drive RON,Standard,HOD0966_HR-V_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/hr-v/offers.html#HR-V-VTi?utm_medium=advertising+&utm_source=drive+&utm_campaign=get+the+low+down&utm_content=hrv,(not set),BONUS Drive Run of Network,(not set),728x90,728 x 90,27,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Drive.com.au,BONUS Drive RON,Standard,HOD0966_JAZZ_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising+&utm_source=drive+&utm_campaign=get+the+low+down&utm_content=jazz,(not set),BONUS Drive Run of Network,(not set),300x250,300 x 250,913,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Drive.com.au,BONUS Drive RON,Standard,HOD0966_JAZZ_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising+&utm_source=drive+&utm_campaign=get+the+low+down&utm_content=jazz,(not set),BONUS Drive Run of Network,(not set),728x90,728 x 90,37,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Herald Sun,Herald Sun HPBO 10 July,(not set),(not set),(not set),(not set),(not set),Herald Sun HPBO Q2 - 10 July,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,11.738226000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Herald Sun,Herald Sun HPBO 10 July - Skins,(not set),(not set),(not set),(not set),(not set),Herald Sun HPBO Q2 - 10 July,(not set),(not set),1 x 1,0,0,0,0.00,0.000000000,11.738226000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Herald Sun,Herald Sun HPBO 14 August,(not set),(not set),(not set),(not set),(not set),Herald Sun HPBO Q2 - 14 August,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,11.738226000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,Herald Sun,Herald Sun HPBO 14 August - Skins,(not set),(not set),(not set),(not set),(not set),Herald Sun HPBO Q2 - 14 August,(not set),(not set),1 x 1,0,0,0,0.00,0.000000000,11.738226000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,BONUS Auto Network Run of Listings,Default,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://honda.com.au/offers.html,(not set),BONUS Auto Network Run of Listings,(not set),300x250,300 x 250,3255,0,1,0.00,0.000000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,BONUS Auto Network Run of Listings,Default,HOD0966_JAZZ_Mobile_728x90 - GTLD,Image,http://honda.com.au/offers.html,(not set),BONUS Auto Network Run of Listings,(not set),728x90,728 x 90,1194,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Carsales Dealer In-line - Honda Jazz,(not set),(not set),(not set),(not set),(not set),Carsales Dealer In-line,(not set),(not set),450 x 90,0,0,0,0.00,0.000000000,6.924515000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Carsales Dealer In-line - Honda Jazz,Standard,JAZZ_Q2_450x90,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Dealer In-line,(not set),450x90,450 x 90,220,1,0,0.00,14.665200000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Carsales Dealer In-line - Mazda,(not set),(not set),(not set),(not set),(not set),Carsales Dealer In-line,(not set),(not set),450 x 90,0,0,0,0.00,0.000000000,6.924515000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Carsales Dealer In-line - Mazda,Standard,JAZZ_Q2_450x90,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Dealer In-line,(not set),450x90,450 x 90,1811,0,0,0.00,120.721260000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Desktop,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Light Passenger,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,5.533013000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Desktop,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Light Passenger,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,5.533013000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Desktop,Default,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://honda.com.au/offers.html,(not set),Carsales Auto Network Light Passenger,(not set),300x250,300 x 250,5,0,0,0.00,0.093750000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Desktop,Default,HOD0966_JAZZ_Mobile_728x90 - GTLD,Image,http://honda.com.au/offers.html,(not set),Carsales Auto Network Light Passenger,(not set),728x90,728 x 90,7909,11,1,0.00,148.293750000,0.000000000,0,0,0,0,0,0,0,1,1,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Desktop,Standard,HOD0966_JAZZ_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Auto Network Light Passenger,(not set),300x250,300 x 250,5211,12,0,0.00,97.706250000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Light Passenger,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,5.533013000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Light Passenger,(not set),(not set),300 x 50,0,0,0,0.00,0.000000000,5.533013000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Light Passenger,(not set),(not set),680 x 75,0,0,0,0.00,0.000000000,5.533013000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Mobile,Standard,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://m.honda.com.au/range/jazz/offers/jazz-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Auto Network Light Passenger,(not set),300x250,300 x 250,1946,7,0,0.00,36.487500000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Light Passenger Mobile,Standard,HOD0966_JAZZ_Mobile_300x50 - GTLD,Image,http://m.honda.com.au/range/jazz/offers/jazz-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Auto Network Light Passenger,(not set),300x50,300 x 50,5191,2,0,0.00,97.331250000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Desktop,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network SUV Medium,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,17.042286000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Desktop,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network SUV Medium,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,17.042286000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Desktop,Default,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://honda.com.au/offers.html,(not set),Carsales Auto Network SUV Medium,(not set),300x250,300 x 250,1,0,0,0.00,0.024950000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Desktop,Default,HOD0966_JAZZ_Mobile_728x90 - GTLD,Image,http://honda.com.au/offers.html,(not set),Carsales Auto Network SUV Medium,(not set),728x90,728 x 90,7222,3,0,0.00,180.188900000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Desktop,Standard,HOD0966_CR-V_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/cr-v/offers.html#CR-V-2WD-VTi?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=crv,(not set),Carsales Auto Network SUV Medium,(not set),300x250,300 x 250,2370,9,0,0.00,59.131500000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network SUV Medium,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,17.042286000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network SUV Medium,(not set),(not set),300 x 50,0,0,0,0.00,0.000000000,17.042286000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network SUV Medium,(not set),(not set),680 x 75,0,0,0,0.00,0.000000000,17.042286000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Mobile,Standard,HOD0966_CRV_Mobile_300x250 - GTLD,Image,http://m.honda.com.au/range/cr-v/offers/crv-2wd-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=crv,(not set),Carsales Auto Network SUV Medium,(not set),300x250,300 x 250,1271,7,0,0.00,31.711450000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,SUV Medium Mobile,Standard,HOD0966_CRV_Mobile_300x50 - GTLD,Image,http://m.honda.com.au/range/cr-v/offers/crv-2wd-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=crv,(not set),Carsales Auto Network SUV Medium,(not set),300x50,300 x 50,2921,1,0,0.00,72.878950000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Desktop,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Small Passenger,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,10.225379000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Desktop,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Small Passenger,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,10.225379000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Desktop,Default,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://honda.com.au/offers.html,(not set),Carsales Auto Network Small Passenger,(not set),300x250,300 x 250,1552,1,0,0.00,38.722400000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Desktop,Default,HOD0966_JAZZ_Mobile_728x90 - GTLD,Image,http://honda.com.au/offers.html,(not set),Carsales Auto Network Small Passenger,(not set),728x90,728 x 90,3597,2,1,0.00,89.745150000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Small Passenger,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,10.225379000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Small Passenger,(not set),(not set),300 x 50,0,0,0,0.00,0.000000000,10.225379000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,(not set),(not set),(not set),(not set),(not set),Carsales Auto Network Small Passenger,(not set),(not set),680 x 75,0,0,0,0.00,0.000000000,10.225379000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,Standard,HOD0966_HRV_Mobile_300x250 - GTLD,Image,http://m.honda.com.au/range/hr-v/offers/hr-v-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=hrv,(not set),Carsales Auto Network Small Passenger,(not set),300x250,300 x 250,328,0,0,0.00,8.183600000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,Standard,HOD0966_HRV_Mobile_300x50 - GTLD,Image,http://m.honda.com.au/range/hr-v/offers/hr-v-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=hrv,(not set),Carsales Auto Network Small Passenger,(not set),300x50,300 x 50,769,0,0,0.00,19.186550000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,Standard,HOD0966_JAZZ_Mobile_300x250 - GTLD,Image,http://m.honda.com.au/range/jazz/offers/jazz-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Auto Network Small Passenger,(not set),300x250,300 x 250,391,2,0,0.00,9.755450000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,MediaMotive AU,Small Passenger Mobile,Standard,HOD0966_JAZZ_Mobile_300x50 - GTLD,Image,http://m.honda.com.au/range/jazz/offers/jazz-vti.html?utm_medium=advertising&utm_source=mediamotive&utm_campaign=get+the+low+down&utm_content=jazz,(not set),Carsales Auto Network Small Passenger,(not set),300x50,300 x 50,801,0,0,0.00,19.984950000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age HPBO 13 August,(not set),(not set),(not set),(not set),(not set),The Age HPBO Q2 - 13 August,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,25.477839000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age HPBO 13 August - Skins,(not set),(not set),(not set),(not set),(not set),The Age HPBO Q2 - 13 August,(not set),(not set),1 x 1,0,0,0,0.00,0.000000000,25.477839000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age HPBO 9 July,(not set),(not set),(not set),(not set),(not set),The Age HPBO Q2 - 9 July,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,25.477839000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age HPBO 9 July - Skins,(not set),(not set),(not set),(not set),(not set),The Age HPBO Q2 - 9 July,(not set),(not set),1 x 1,0,0,0,0.00,0.000000000,25.477839000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age HPBO 9 July - Skins,Dynamic Click,(not set),(not set),http://honda.com.au/cars/models/jazz/offers.html?utm_medium=advertising&utm_source=fairfax&utm_campaign=get+the+low+down&utm_content=jazz+high+impact#Jazz-VTi,(not set),The Age HPBO Q2 - 9 July,(not set),(not set),1 x 1,0,0,1,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,1,1,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age Mobile Buyout Q1 - 17 June,(not set),(not set),(not set),(not set),(not set),The Age Mobile Buyout Q1 - 17 June,(not set),(not set),1 x 1,0,0,0,0.00,0.000000000,7.620498000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,The Age,The Age Mobile Buyout Q1 - 17 June,(not set),(not set),(not set),(not set),(not set),The Age Mobile Buyout Q1 - 17 June,(not set),(not set),300 x 50,0,0,0,0.00,0.000000000,7.620498000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting Leaderboard,(not set),(not set),(not set),(not set),(not set),CarsGuide Audience Retargeting,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,1.980609000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting Leaderboard,Standard,HOD0966_CR-V_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/cr-v/offers.html#CR-V-2WD-VTi?utm_medium=advertising&utm_source=carsguide&utm_campaign=get+the+low+down&utm_content=crv,(not set),CarsGuide Audience Retargeting,(not set),728x90,728 x 90,105,0,0,0.00,2.310000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting Leaderboard,Standard,HOD0966_HR-V_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/hr-v/offers.html#HR-V-VTi?utm_medium=advertising&utm_source=carsguide&utm_campaign=get+the+low+down&utm_content=hrv,(not set),CarsGuide Audience Retargeting,(not set),728x90,728 x 90,90,0,0,0.00,1.980000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting Leaderboard,Standard,HOD0966_JAZZ_Q2_728x90 - GTLD,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising&utm_source=carsguide&utm_campaign=get+the+low+down&utm_content=jazz,(not set),CarsGuide Audience Retargeting,(not set),728x90,728 x 90,184,0,0,0.00,4.048000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting MREC,(not set),(not set),(not set),(not set),(not set),CarsGuide Audience Retargeting,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,1.980609000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting MREC,Standard,HOD0966_CR-V_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/cr-v/offers.html#CR-V-2WD-VTi?utm_medium=advertising&utm_source=carsguide&utm_campaign=get+the+low+down&utm_content=crv,(not set),CarsGuide Audience Retargeting,(not set),300x250,300 x 250,102,0,0,0.00,2.244000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting MREC,Standard,HOD0966_HR-V_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/hr-v/offers.html#HR-V-VTi?utm_medium=advertising&utm_source=carsguide&utm_campaign=get+the+low+down&utm_content=hrv,(not set),CarsGuide Audience Retargeting,(not set),300x250,300 x 250,93,0,0,0.00,2.046000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Audience Retargeting MREC,Standard,HOD0966_JAZZ_Q2_300x250 - GTLD,Flash in-page,http://honda.com.au/cars/models/jazz/offers.html#Jazz-VTi?utm_medium=advertising&utm_source=carsguide&utm_campaign=get+the+low+down&utm_content=jazz,(not set),CarsGuide Audience Retargeting,(not set),300x250,300 x 250,200,0,0,0.00,4.400000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,Honda VIC Dealer 92ki,8672428,carsguide.com.au,CarsGuide Conquesting Light Half Page,(not set),(not set),(not set),(not set),(not set),CarsGuide Competitor Conquesting Light Targeting,(not set),(not set),300 x 600,0,0,0,0.00,0.000000000,1.154201000,0,0,0,0,0,0,0,0,0,0,0,0
