Uploader_V2_PreviousWeek

Date/Time Generated,8/11/15 6:56 PM
Report Time Zone,Australia/Sydney
Account ID,6069
Date Range,8/2/15 - 8/8/15
Advertiser,Equals:Honda (3826313)

Report Fields
Date,Campaign,Campaign ID,Site (DCM),Placement,Ad Type,Creative,Creative Type,Click-through URL,Placement Strategy,Package/Roadblock,Package/Roadblock Strategy,Creative Pixel Size,Placement Pixel Size,Impressions,Clicks,Total Conversions,DBM Cost (Account Currency),Media Cost,Planned Media Cost,Brochures : Brochure - View Online: View-through Conversions,Brochures : Brochure - View Online: Click-through Conversions,Brochures : Brochure - View Online: Total Conversions,Brochures : Order Printed Brochure - Option 2: View-through Conversions,Brochures : Order Printed Brochure - Option 2: Click-through Conversions,Brochures : Order Printed Brochure - Option 2: Total Conversions,Test Drive : Find A Dealer: View-through Conversions,Test Drive : Find A Dealer: Click-through Conversions,Test Drive : Find A Dealer: Total Conversions,Test Drive : Request A Test Drive: View-through Conversions,Test Drive : Request A Test Drive: Click-through Conversions,Test Drive : Request A Test Drive: Total Conversions
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Wide Sky),Standard,HRV magicseat 160x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),160x600,160 x 600,1,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Default,HOD0966_Generic_Mobile_300x250,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),300x250,300 x 250,146,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Standard,HRV magicseat 300x250 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x250,300 x 250,1779,0,1,0.00,0.000000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Standard,HRV wherever 300x250 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x250,300 x 250,3668,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Standard,revised HRV_Display Audio_300x250_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),300x250,300 x 250,1835,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),300 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Default,HOD0966_Generic_Q2_300x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),300x600,300 x 600,22,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Standard,HRV magicseat 300x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x600,300 x 600,1423,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Standard,HRV wherever 300x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x600,300 x 600,2890,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Standard,revised HRV_Display Audio_300x600_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),300x600,300 x 600,1411,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Default,HOD0966_Generic_Q2_728x90,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),728x90,728 x 90,7,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Standard,HRV wherever 728x90 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),728x90,728 x 90,17526,4,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Standard,revised HRV_Display Audio_728x90_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),728x90,728 x 90,8865,3,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Standard,updated  HRV_magic_seats_728x90,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),728x90,728 x 90,8805,2,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x250,(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x250,Default,HOD0966_Generic_Mobile_300x250,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),300x250,300 x 250,10466,5,1,0.00,12.500000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x600,(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),300 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x600,Default,HOD0966_Generic_Q2_300x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),300x600,300 x 600,9334,7,0,0.00,17.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 728x90,(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 728x90,Default,HOD0966_Generic_Q2_728x90,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),728x90,728 x 90,71618,7,1,0.00,17.500000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Photo Sky),(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Photo Sky),Default,HOD0966_Generic_Q2_160x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),160x600,160 x 600,13,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Wide Sky),(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Wide Sky),Default,HOD0966_Generic_Q2_160x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),160x600,160 x 600,14915,4,0,0.00,10.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Desktop 160x600,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Desktop 300x250,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Desktop 728x90,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Mobile 320x50,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Desktop 160x600,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Desktop 300x250,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Desktop 728x90,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Mobile 320x50,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Desktop 160x600,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Desktop 300x250,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Desktop 728x90,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Mobile 320x50,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - (Mobile) Leaderboard 320x50,Standard,320x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=mrec,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,320x50,320 x 50,14578,15,0,23.06,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - (Mobile) Mrec 300x50,Standard,300x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=leaderboard,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x50,300 x 50,9244,8,0,17.01,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - FHP 300x600,Standard,Brand_300x600,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=fhp,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x600,300 x 600,704,1,0,3.02,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Leaderboard 728x90,Standard,Brand_728x90,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=leaderboard,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,728x90,728 x 90,6990,4,0,23.98,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Mrec 300x250,Default,300x250,Image,http://www.honda.com.au/cars/models/cr-v.html,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x250,300 x 250,1,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Mrec 300x250,Standard,Brand_300x250,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=mrec,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x250,300 x 250,10137,10,0,33.86,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Skyscraper 160x600,Standard,Brand_160x600,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=skyscraper,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,160x600,160 x 600,2055,0,0,7.33,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Banner 300x50,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),300 x 50,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Banner 300x50,Standard,300x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile - Mobile Performance,Awareness,300x50,300 x 50,12454,15,0,0.00,7.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 300x100,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),300 x 100,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 300x100,Standard,300x100,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile - Mobile Performance,Awareness,300x100,300 x 100,16,1,0,0.00,0.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 320x100,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),320 x 100,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 320x100,Standard,320x100v2,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=lrg+banner,(not set),BigMobile - Mobile Performance,Awareness,320x100,320 x 100,57,1,0,0.00,0.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Mrec 300x250,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),300 x 250,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Mrec 300x250,Standard,300x250,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=mrec,(not set),BigMobile - Mobile Performance,Awareness,300x250,300 x 250,49373,242,1,0.00,121.000000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Tablet) Leaderboard 728x90,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),728 x 90,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Tablet) Leaderboard 728x90,Standard,728x90_low-spec,Image,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=leaderboard,(not set),BigMobile - Mobile Performance,Awareness,728x90,728 x 90,8499,7,0,0.00,3.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - 320x50,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),320 x 50,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - 320x50,Standard,320x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile - Mobile Performance,Awareness,320x50,320 x 50,17866,36,1,0.00,18.000000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Banner 300x50",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),300 x 50,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Banner 300x50",Standard,300x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile Targeting: Women w Kids <5,Awareness,300x50,300 x 50,2005,3,0,0.00,30.075000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Banner 320x50",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),320 x 50,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Banner 320x50",Standard,320x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile Targeting: Women w Kids <5,Awareness,320x50,320 x 50,4118,1,0,0.00,61.770000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Large Banner 300x100",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),300 x 100,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Large Banner 300x100",Standard,300x100,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=lrg+banner,(not set),BigMobile Targeting: Women w Kids <5,Awareness,300x100,300 x 100,75,0,0,0.00,1.125000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Large Banner 320x100",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),320 x 100,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Large Banner 320x100",Standard,320x100v2,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=lrg+banner,(not set),BigMobile Targeting: Women w Kids <5,Awareness,320x100,320 x 100,1140,0,0,0.00,17.100000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Mrec 300x250",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),300 x 250,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Mrec 300x250",Standard,300x250,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=mrec,(not set),BigMobile Targeting: Women w Kids <5,Awareness,300x250,300 x 250,2721,5,0,0.00,40.815000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Tablet) Leaderboard 728x90",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),728 x 90,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Tablet) Leaderboard 728x90",Standard,728x90,Image,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=leaderboard,(not set),BigMobile Targeting: Women w Kids <5,Awareness,728x90,728 x 90,328,0,0,0.00,4.920000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,CarAdvice,CarAdvice - Also Consider - Ad Unit Impression Tracker 1x1,(not set),(not set),(not set),(not set),Conversions,CarAdvice - Also Consider v2,Conversions,(not set),1 x 1,0,0,0,0.00,0.000000000,3.228410000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,CarAdvice,CarAdvice - Also Consider - HotSpot 1 'Lanewatch' 1x1,(not set),(not set),(not set),(not set),Conversions,CarAdvice - Also Consider v2,Conversions,(not set),1 x 1,0,0,0,0.00,0.000000000,3.228410000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,CarAdvice,CarAdvice - Also Consider - HotSpot 2 'LED Daytime' 1x1,(not set),(not set),(not set),(not set),Conversions,CarAdvice - Also Consider v2,Conversions,(not set),1 x 1,0,0,0,0.00,0.000000000,3.228410000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,CarAdvice,CarAdvice - Also Consider - HotSpot 3 '2WD or 4WD' 1x1,(not set),(not set),(not set),(not set),Conversions,CarAdvice - Also Consider v2,Conversions,(not set),1 x 1,0,0,0,0.00,0.000000000,3.228410000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,Honda CR-V Series II July 2015,8879566,CarAdvice,CarAdvice - Also Consider - HotSpot 4 'Exceptional Bootspace' 1x1,(not set),(not set),(not set),(not set),Conversions,CarAdvice - Also Consider v2,Conversions,(not set),1 x 1,0,0,0,0.00,0.000000000,3.228410000,0,0,0,0,0,0,0,0,0,0,0,0
